Lib,Barcode,Sample_ID,Genotype,Sampletype,Experiment,Treatment,Concentration,Timepoint
L1,FLD0001,soil_Ctr_0_0_1,WT,soil,plant_soil,Ctr,0,0
L1,FLD0002,soil_Ctr_0_0_2,WT,soil,plant_soil,Ctr,0,0
L1,FLD0003,soil_Ctr_0_0_3,WT,soil,plant_soil,Ctr,0,0
L1,FLD0004,soil_Bx_10_1_1,WT,soil,plant_soil,Bx,10,1
L1,FLD0005,soil_Bx_10_1_2,WT,soil,plant_soil,Bx,10,1
L1,FLD0006,soil_Bx_10_1_3,WT,soil,plant_soil,Bx,10,1
L1,FLD0007,soil_Tb_10_7_1,WT,soil,plant_soil,Tb,10,7
L1,FLD0008,soil_As_1000_7_1,WT,soil,plant_soil,As,1000,7
L1,FLD0009,soil_Tb_100_1_1,WT,soil,plant_soil,Tb,100,1
L1,FLD0010,soil_Tb_100_1_2,WT,soil,plant_soil,Tb,100,1
L1,FLD0011,soil_Tb_100_7_7,WT,soil,plant_soil,Tb,100,7
L1,FLD0012,soil_As_10_1_1,WT,soil,plant_soil,As,10,1
L1,FLD0013,soil_As_10_1_2,WT,soil,plant_soil,As,10,1
L1,FLD0014,soil_As_10_1_3,WT,soil,plant_soil,As,10,1
L1,FLD0015,soil_Bx_10_7_3,WT,soil,plant_soil,Bx,10,7
L1,FLD0016,soil_Tb_100_7_3,WT,soil,plant_soil,Tb,100,7
L1,FLD0017,soil_Ctr_0_7_1,Bx_,soil,plant_soil,Ctr,0,7
L1,FLD0018,soil_Ctr_0_7_2,Bx_,soil,plant_soil,Ctr,0,7
L1,FLD0019,soil_Ctr_0_7_7,Bx_,soil,plant_soil,Ctr,0,7
L1,FLD0020,soil_Bx_1000_1_1,Bx_,soil,plant_soil,Bx,1000,1
L1,FLD0021,soil_Bx_1000_1_2,Bx_,soil,plant_soil,Bx,1000,1
L1,FLD0022,soil_Bx_1000_1_3,Bx_,soil,plant_soil,Bx,1000,1
L1,FLD0023,soil_Bx_10_7_2,Bx_,soil,plant_soil,Bx,10,7
L1,FLD0024,soil_Tb_100_7_2,Bx_,soil,plant_soil,Tb,100,7
L1,FLD0025,soil_Tb_10_1_4,Bx_,soil,plant_soil,Tb,10,1
L1,FLD0026,soil_Tb_10_1_5,Bx_,soil,plant_soil,Tb,10,1
L1,FLD0027,soil_Tb_10_1_6,Bx_,soil,plant_soil,Tb,10,1
L1,FLD0028,soil_As_1000_1_4,Bx_,soil,plant_soil,As,1000,1
L1,FLD0029,soil_As_1000_1_5,Bx_,soil,plant_soil,As,1000,1
L1,FLD0030,soil_As_1000_1_6,Bx_,soil,plant_soil,As,1000,1
L1,FLD0031,soil_Bx_10_7_4,Bx_,soil,plant_soil,Bx,10,7
L1,FLD0032,soil_Tb_100_7_4,Bx_,soil,plant_soil,Tb,100,7
L1,FLD0033,soil_Ctr_0_1_4,WT,soil,plant_soil,Ctr,0,1
L1,FLD0034,soil_Ctr_0_1_5,WT,soil,plant_soil,Ctr,0,1
L1,FLD0035,soil_Ctr_0_1_6,WT,soil,plant_soil,Ctr,0,1
L1,FLD0036,soil_Bx_100_1_4,WT,soil,plant_soil,Bx,100,1
L1,FLD0037,soil_Bx_100_1_5,WT,soil,plant_soil,Bx,100,1
L1,FLD0038,soil_Bx_100_1_6,WT,soil,plant_soil,Bx,100,1
L1,FLD0039,soil_Tb_10_7_6,WT,soil,plant_soil,Tb,10,7
L1,FLD0040,soil_As_1000_7_6,WT,soil,plant_soil,As,1000,7
L1,FLD0041,soil_Tb_1000_7_1,WT,soil,plant_soil,Tb,1000,7
L1,FLD0042,soil_Tb_1000_7_2,WT,soil,plant_soil,Tb,1000,7
L1,FLD0043,soil_Tb_1000_7_3,WT,soil,plant_soil,Tb,1000,7
L1,FLD0044,soil_Bx_1000_7_1,WT,soil,plant_soil,Bx,1000,7
L1,FLD0045,soil_Bx_1000_7_2,WT,soil,plant_soil,Bx,1000,7
L1,FLD0046,soil_Bx_1000_7_3,WT,soil,plant_soil,Bx,1000,7
L1,FLD0047,sedi_Bx_1000_1_2,NA,sedi,lake_sedi,Bx,1000,1
L1,FLD0048,sedi_Tb_10_1_2,NA,sedi,lake_sedi,Tb,10,1
L1,FLD0049,soil_Bx_100_7_1,Bx_,soil,plant_soil,Bx,100,7
L1,FLD0050,soil_Bx_100_7_2,Bx_,soil,plant_soil,Bx,100,7
L1,FLD0051,soil_Bx_100_7_3,Bx_,soil,plant_soil,Bx,100,7
L1,FLD0052,soil_As_10_7_1,Bx_,soil,plant_soil,As,10,7
L1,FLD0053,soil_As_10_7_2,Bx_,soil,plant_soil,As,10,7
L1,FLD0054,soil_As_10_7_3,Bx_,soil,plant_soil,As,10,7
L1,FLD0055,sedi_Tb_10_7_1,NA,sedi,lake_sedi,Tb,10,7
L1,FLD0056,sedi_As_10_7_1,NA,sedi,lake_sedi,As,10,7
L1,FLD0057,sedi_As_100_7_1,NA,sedi,lake_sedi,As,100,7
L1,FLD0058,sedi_As_100_7_2,NA,sedi,lake_sedi,As,100,7
L1,FLD0059,sedi_As_100_7_3,NA,sedi,lake_sedi,As,100,7
L1,FLD0060,sedi_Tb_0_7_1,NA,sedi,lake_sedi,Ctr,0,7
L1,FLD0061,sedi_Tb_0_7_2,NA,sedi,lake_sedi,Ctr,0,7
L1,FLD0062,sedi_Tb_0_7_3,NA,sedi,lake_sedi,Ctr,0,7
L1,FLD0063,sedi_As_0_1_3,NA,sedi,lake_sedi,Ctr,0,1
L1,FLD0064,soil_Bx_1000_7_7,WT,soil,plant_soil,Bx,1000,7
L1,FLD0065,sedi_Ctr_0_1_4,NA,sedi,lake_sedi,Ctr,0,1
L1,FLD0066,sedi_Ctr_0_1_5,NA,sedi,lake_sedi,Ctr,0,1
L1,FLD0067,sedi_Ctr_0_1_6,NA,sedi,lake_sedi,Ctr,0,1
L1,FLD0068,sedi_Tb_100_1_4,NA,sedi,lake_sedi,Tb,100,1
L1,FLD0069,sedi_Tb_100_1_5,NA,sedi,lake_sedi,Tb,100,1
L1,FLD0070,sedi_Tb_100_1_6,NA,sedi,lake_sedi,Tb,100,1
L1,FLD0071,sedi_As_100_1_5,NA,sedi,lake_sedi,As,100,1
L1,FLD0072,water_Bx_10_1_5,NA,water,lake_sedi,Bx,10,1
L1,FLD0073,water_Ctr_0_1_4,NA,water,lake_sedi,Ctr,0,1
L1,FLD0074,water_Ctr_0_1_5,NA,water,lake_sedi,Ctr,0,1
L1,FLD0075,water_Ctr_0_1_6,NA,water,lake_sedi,Ctr,0,1
L1,FLD0076,sedi_Bx_1000_7_4,NA,sedi,lake_sedi,Bx,1000,7
L1,FLD0077,sedi_Bx_1000_7_5,NA,sedi,lake_sedi,Bx,1000,7
L1,FLD0078,sedi_Bx_1000_7_6,NA,sedi,lake_sedi,Bx,1000,7
L1,FLD0079,sedi_As_0_1_4,NA,sedi,lake_sedi,Ctr,0,1
L1,FLD0080,water_Tb_100_1_1,NA,water,lake_sedi,Tb,100,1
L1,FLD0081,sedi_Tb_1000_7_1,NA,sedi,lake_sedi,Tb,1000,7
L1,FLD0082,sedi_Tb_1000_7_2,NA,sedi,lake_sedi,Tb,1000,7
L1,FLD0083,sedi_Tb_1000_7_3,NA,sedi,lake_sedi,Tb,1000,7
L1,FLD0084,sedi_As_0_7_1,NA,sedi,lake_sedi,Ctr,0,7
L1,FLD0085,sedi_As_0_7_2,NA,sedi,lake_sedi,Ctr,0,7
L1,FLD0086,sedi_As_0_7_3,NA,sedi,lake_sedi,Ctr,0,7
L1,FLD0087,feces_Tb_1000_1_17_1,NA,feces,Mice,Tb,1000,1
L1,FLD0097,feces_As_100_0_9_1,NA,feces,Mice,As,0,0
L1,FLD0098,feces_As_100_0_9_3,NA,feces,Mice,As,0,0
L1,FLD0099,feces_As_100_0_9_5,NA,feces,Mice,As,0,0
L1,FLD0100,feces_As_100_0_10_2,NA,feces,Mice,As,0,0
L1,FLD0101,feces_As_100_0_10_4,NA,feces,Mice,As,0,0
L1,FLD0102,feces_As_1000_1_11_1,NA,feces,Mice,As,1000,1
L1,FLD0103,feces_Tb_10_1_13_1,NA,feces,Mice,Tb,10,1
L1,FLD0104,feces_Bx_10_1_1_1,NA,feces,Mice,Bx,10,1
L1,FLD0105,sedi_Ctr_0_7_4,NA,sedi,lake_sedi,Ctr,0,7
L1,FLD0106,sedi_Ctr_0_7_5,NA,sedi,lake_sedi,Ctr,0,7
L1,FLD0107,sedi_Ctr_0_7_6,NA,sedi,lake_sedi,Ctr,0,7
L1,FLD0108,sedi_Tb_100_7_4,NA,sedi,lake_sedi,Tb,100,7
L1,FLD0109,sedi_Tb_100_7_5,NA,sedi,lake_sedi,Tb,100,7
L1,FLD0110,sedi_Tb_100_7_6,NA,sedi,lake_sedi,Tb,100,7
L1,FLD0111,feces_Bx_10_1_1_2,NA,feces,Mice,Bx,10,1
L1,FLD0112,feces_Tb_100_1_16_4,NA,feces,Mice,Tb,100,1
L1,FLD0113,feces_Ctr_0_0_19_2,NA,feces,Mice,Ctr,0,0
L1,FLD0114,feces_Ctr_0_0_19_4,NA,feces,Mice,Ctr,0,0
L1,FLD0115,feces_Ctr_0_0_20_1,NA,feces,Mice,Ctr,0,0
L1,FLD0116,feces_Ctr_0_0_20_3,NA,feces,Mice,Ctr,0,0
L1,FLD0117,feces_As_10_1_7_2,NA,feces,Mice,As,10,1
L1,FLD0118,feces_As_10_1_8_1,NA,feces,Mice,As,10,1
L1,FLD0119,feces_As_10_1_8_5,NA,feces,Mice,As,10,1
L1,FLD0120,feces_Tb_100_1_16_5,NA,feces,Mice,Tb,100,1
L1,FLD0121,feces_As_1000_0_11_4,NA,feces,Mice,As,0,0
L1,FLD0122,feces_As_1000_0_12_1,NA,feces,Mice,As,0,0
L1,FLD0123,feces_As_1000_0_12_3,NA,feces,Mice,As,0,0
L1,FLD0124,feces_As_1000_0_12_5,NA,feces,Mice,As,0,0
L1,FLD0125,feces_Tb_10_1_13_4,NA,feces,Mice,Tb,10,1
L1,FLD0126,feces_Tb_10_1_14_1,NA,feces,Mice,Tb,10,1
L1,FLD0127,feces_Tb_10_1_14_3,NA,feces,Mice,Tb,10,1
L1,FLD0128,feces_Tb_10_1_14_5,NA,feces,Mice,Tb,10,1
L1,FLD0129,feces_As_10_7_7_1,NA,feces,Mice,As,10,7
L1,FLD0130,feces_As_10_7_7_3,NA,feces,Mice,As,10,7
L1,FLD0131,feces_As_10_7_7_5,NA,feces,Mice,As,10,7
L1,FLD0132,feces_As_10_7_8_4,NA,feces,Mice,As,10,7
L1,FLD0133,roots_Tb_1000_1_1,WT,roots,plant_soil,Tb,1000,1
L1,FLD0134,roots_Tb_1000_1_2,WT,roots,plant_soil,Tb,1000,1
L1,FLD0137,feces_Tb_10_7_13_1,NA,feces,Mice,Tb,10,7
L1,FLD0138,feces_Tb_10_7_13_3,NA,feces,Mice,Tb,10,7
L1,FLD0139,feces_Tb_10_7_13_5,NA,feces,Mice,Tb,10,7
L1,FLD0140,feces_Tb_10_7_14_2,NA,feces,Mice,Tb,10,7
L1,FLD0141,feces_Tb_10_7_14_4,NA,feces,Mice,Tb,10,7
L1,FLD0143,water_As_10_1_2,NA,water,lake_sedi,As,10,1
L1,FLD0144,water_As_10_1_3,NA,water,lake_sedi,As,10,1
L1,FLD0145,feces_As_100_1_9_4,NA,feces,Mice,As,100,1
L1,FLD0146,feces_As_100_1_10_1,NA,feces,Mice,As,100,1
L1,FLD0147,feces_As_100_1_10_3,NA,feces,Mice,As,100,1
L1,FLD0148,feces_As_100_1_10_5,NA,feces,Mice,As,100,1
L1,FLD0149,roots_Tb_1000_1_4,Bx_,roots,plant_soil,Tb,1000,1
L1,FLD0150,roots_Tb_1000_1_5,Bx_,roots,plant_soil,Tb,1000,1
L1,FLD0151,roots_Tb_1000_1_6,Bx_,roots,plant_soil,Tb,1000,1
L1,FLD0152,water_Bx_1000_1_4,NA,water,lake_sedi,Bx,1000,1
L1,FLD0153,feces_Bx_100_7_3_4,NA,feces,Mice,Bx,100,7
L1,FLD0154,feces_Bx_100_7_4_1,NA,feces,Mice,Bx,100,7
L1,FLD0155,feces_Bx_100_7_4_3,NA,feces,Mice,Bx,100,7
L1,FLD0156,feces_Bx_100_7_4_5,NA,feces,Mice,Bx,100,7
L1,FLD0157,roots_Tb_10_1_5,WT,roots,plant_soil,Tb,10,1
L1,FLD0158,roots_Tb_10_1_6,WT,roots,plant_soil,Tb,10,1
L1,FLD0159,roots_Ctr_0_1_2,WT,roots,plant_soil,Ctr,0,1
L1,FLD0160,roots_Ctr_0_1_3,WT,roots,plant_soil,Ctr,0,1
L1,FLD0161,feces_Tb_100_7_15_4,NA,feces,Mice,Tb,100,7
L1,FLD0162,feces_Tb_100_7_16_1,NA,feces,Mice,Tb,100,7
L1,FLD0163,feces_Tb_100_7_16_3,NA,feces,Mice,Tb,100,7
L1,FLD0164,feces_Tb_100_7_16_5,NA,feces,Mice,Tb,100,7
L1,FLD0165,roots_Ctr_0_1_4,Bx_,roots,plant_soil,Ctr,0,1
L1,FLD0166,roots_Ctr_0_1_5,Bx_,roots,plant_soil,Ctr,0,1
L1,FLD0167,roots_Ctr_0_1_6,Bx_,roots,plant_soil,Ctr,0,1
L1,FLD0169,roots_Tb_100_7_1,WT,roots,plant_soil,Tb,100,7
L1,FLD0170,roots_Tb_100_7_2,WT,roots,plant_soil,Tb,100,7
L1,FLD0171,roots_Tb_100_7_3,WT,roots,plant_soil,Tb,100,7
L1,FLD0172,roots_Tb_100_7_7,WT,roots,plant_soil,Tb,100,7
L1,FLD0173,roots_As_1000_7_1,WT,roots,plant_soil,As,1000,7
L1,FLD0174,roots_As_1000_7_2,WT,roots,plant_soil,As,1000,7
L1,FLD0175,roots_As_1000_7_3,WT,roots,plant_soil,As,1000,7
L1,FLD0176,roots_Bx_10_7_1,Bx_,roots,plant_soil,Bx,10,7
L1,FLD0177,roots_Ctr_0_7_1,Bx_,roots,plant_soil,Ctr,0,7
L1,FLD0178,roots_Ctr_0_7_2,Bx_,roots,plant_soil,Ctr,0,7
L1,FLD0179,roots_Ctr_0_7_3,Bx_,roots,plant_soil,Ctr,0,7
L1,FLD0180,roots_Tb_10_7_1,Bx_,roots,plant_soil,Tb,10,7
L1,FLD0181,roots_Tb_10_7_2,Bx_,roots,plant_soil,Tb,10,7
L1,FLD0182,roots_Tb_10_7_3,Bx_,roots,plant_soil,Tb,10,7
L1,FLD0183,roots_As_1000_7_1,Bx_,roots,plant_soil,As,1000,7
L1,FLD0184,roots_Tb_1000_7_3,WT,roots,plant_soil,Tb,1000,7
L1,FLD0193,roots_Bx_1000_1_4,WT,roots,plant_soil,Bx,1000,1
L1,FLD0194,roots_Bx_1000_1_5,WT,roots,plant_soil,Bx,1000,1
L1,FLD0195,roots_Bx_1000_1_6,WT,roots,plant_soil,Bx,1000,1
L1,FLD0196,roots_Ctr_0_7_4,WT,roots,plant_soil,Ctr,0,7
L1,FLD0197,roots_Ctr_0_7_5,WT,roots,plant_soil,Ctr,0,7
L1,FLD0198,roots_Ctr_0_7_6,WT,roots,plant_soil,Ctr,0,7
L1,FLD0199,roots_Ctr_0_7_7,WT,roots,plant_soil,Ctr,0,7
L1,FLD0200,roots_As_1000_7_6,WT,roots,plant_soil,As,1000,7
L1,FLD0201,roots_Bx_10_1_4,Bx_,roots,plant_soil,Bx,10,1
L1,FLD0202,roots_Bx_10_1_5,Bx_,roots,plant_soil,Bx,10,1
L1,FLD0203,roots_Bx_10_1_6,Bx_,roots,plant_soil,Bx,10,1
L1,FLD0204,roots_As_1000_1_4,Bx_,roots,plant_soil,As,1000,1
L1,FLD0205,roots_As_1000_1_5,Bx_,roots,plant_soil,As,1000,1
L1,FLD0206,roots_As_1000_1_6,Bx_,roots,plant_soil,As,1000,1
L1,FLD0207,roots_As_10_7_5,WT,roots,plant_soil,As,10,7
L1,FLD0208,roots_As_1000_7_5,Bx_,roots,plant_soil,As,1000,7
L1,FLD0209,roots_Bx_100_7_1,Bx_,roots,plant_soil,Bx,100,7
L1,FLD0210,roots_Bx_100_7_2,Bx_,roots,plant_soil,Bx,100,7
L1,FLD0211,roots_Bx_100_7_3,Bx_,roots,plant_soil,Bx,100,7
L1,FLD0212,roots_Bx_100_7_7,Bx_,roots,plant_soil,Bx,100,7
L1,FLD0217,water_Tb_1000_1_1,NA,water,lake_sedi,Tb,1000,1
L1,FLD0218,water_Tb_1000_1_2,NA,water,lake_sedi,Tb,1000,1
L1,FLD0219,water_Tb_1000_1_3,NA,water,lake_sedi,Tb,1000,1
L1,FLD0226,roots_Bx_100_7_2,WT,roots,plant_soil,Bx,100,7
L1,FLD0227,roots_Bx_100_7_3,WT,roots,plant_soil,Bx,100,7
L1,FLD0228,water_As_1000_7_1,NA,water,lake_sedi,As,1000,7
L1,FLD0229,water_As_1000_7_2,NA,water,lake_sedi,As,1000,7
L1,FLD0231,water_Tb_0_7_1,NA,water,lake_sedi,Ctr,0,7
L1,FLD0232,water_Tb_0_7_2,NA,water,lake_sedi,Ctr,0,7
L1,FLD0233,water_Tb_1000_1_4,NA,water,lake_sedi,Tb,1000,1
L1,FLD0234,water_Tb_1000_1_5,NA,water,lake_sedi,Tb,1000,1
L1,FLD0235,water_Tb_1000_1_6,NA,water,lake_sedi,Tb,1000,1
L1,FLD0236,water_Tb_0_7_6,NA,water,lake_sedi,Ctr,0,7
L1,FLD0242,water_Ctr_0_7_5,NA,water,lake_sedi,Ctr,0,7
L1,FLD0243,water_Ctr_0_7_6,NA,water,lake_sedi,Ctr,0,7
L2,FLD0001,soil_Tb_1000_1_1,WT,soil,plant_soil,Tb,1000,1
L2,FLD0002,soil_Tb_1000_1_2,WT,soil,plant_soil,Tb,1000,1
L2,FLD0003,soil_Tb_1000_1_3,WT,soil,plant_soil,Tb,1000,1
L2,FLD0004,soil_As_100_1_1,WT,soil,plant_soil,As,100,1
L2,FLD0005,soil_As_100_1_2,WT,soil,plant_soil,As,100,1
L2,FLD0006,soil_As_100_1_3,WT,soil,plant_soil,As,100,1
L2,FLD0007,soil_Tb_10_7_2,WT,soil,plant_soil,Tb,10,7
L2,FLD0008,soil_As_1000_7_2,WT,soil,plant_soil,As,1000,7
L2,FLD0009,soil_Ctr_0_0_1,Bx_,soil,plant_soil,Ctr,0,0
L2,FLD0010,soil_Ctr_0_0_2,Bx_,soil,plant_soil,Ctr,0,0
L2,FLD0011,soil_Ctr_0_0_3,Bx_,soil,plant_soil,Ctr,0,0
L2,FLD0012,soil_Bx_10_1_1,Bx_,soil,plant_soil,Bx,10,1
L2,FLD0013,soil_Bx_10_1_2,Bx_,soil,plant_soil,Bx,10,1
L2,FLD0014,soil_Bx_10_1_3,Bx_,soil,plant_soil,Bx,10,1
L2,FLD0015,soil_Tb_10_7_1,Bx_,soil,plant_soil,Tb,10,7
L2,FLD0016,soil_As_1000_7_1,Bx_,soil,plant_soil,As,1000,7
L2,FLD0017,soil_Tb_100_1_1,Bx_,soil,plant_soil,Tb,100,1
L2,FLD0018,soil_Tb_100_1_2,Bx_,soil,plant_soil,Tb,100,1
L2,FLD0019,soil_Tb_100_1_3,Bx_,soil,plant_soil,Tb,100,1
L2,FLD0020,soil_As_10_1_1,Bx_,soil,plant_soil,As,10,1
L2,FLD0021,soil_As_10_1_2,Bx_,soil,plant_soil,As,10,1
L2,FLD0022,soil_As_10_1_3,Bx_,soil,plant_soil,As,10,1
L2,FLD0023,soil_Bx_10_7_3,Bx_,soil,plant_soil,Bx,10,7
L2,FLD0024,soil_Tb_100_7_3,Bx_,soil,plant_soil,Tb,100,7
L2,FLD0025,soil_Ctr_0_7_4,Bx_,soil,plant_soil,Ctr,0,7
L2,FLD0026,soil_Ctr_0_7_5,Bx_,soil,plant_soil,Ctr,0,7
L2,FLD0027,soil_Ctr_0_7_7,WT,soil,plant_soil,Ctr,0,7
L2,FLD0028,soil_Bx_1000_1_4,Bx_,soil,plant_soil,Bx,1000,1
L2,FLD0029,soil_Bx_1000_1_5,Bx_,soil,plant_soil,Bx,1000,1
L2,FLD0030,soil_Bx_1000_1_6,Bx_,soil,plant_soil,Bx,1000,1
L2,FLD0031,soil_Bx_10_7_5,Bx_,soil,plant_soil,Bx,10,7
L2,FLD0032,soil_Tb_100_7_5,Bx_,soil,plant_soil,Tb,100,7
L2,FLD0033,soil_Tb_10_7_7,WT,soil,plant_soil,Tb,10,7
L2,FLD0034,soil_Tb_10_1_5,WT,soil,plant_soil,Tb,10,1
L2,FLD0035,soil_Tb_10_1_6,WT,soil,plant_soil,Tb,10,1
L2,FLD0036,soil_As_1000_1_4,WT,soil,plant_soil,As,1000,1
L2,FLD0037,soil_As_1000_1_5,WT,soil,plant_soil,As,1000,1
L2,FLD0038,soil_As_1000_1_6,WT,soil,plant_soil,As,1000,1
L2,FLD0039,soil_Bx_10_7_4,WT,soil,plant_soil,Bx,10,7
L2,FLD0040,soil_Tb_100_7_4,WT,soil,plant_soil,Tb,100,7
L2,FLD0041,soil_As_100_7_2,WT,soil,plant_soil,As,100,7
L2,FLD0042,soil_As_100_7_1,WT,soil,plant_soil,As,100,7
L2,FLD0043,soil_As_100_7_3,WT,soil,plant_soil,As,100,7
L2,FLD0044,sedi_Tb_1000_1_1,NA,sedi,lake_sedi,Tb,1000,1
L2,FLD0045,sedi_Tb_1000_1_2,NA,sedi,lake_sedi,Tb,1000,1
L2,FLD0046,sedi_Tb_1000_1_3,NA,sedi,lake_sedi,Tb,1000,1
L2,FLD0047,sedi_Bx_1000_1_3,NA,sedi,lake_sedi,Bx,1000,1
L2,FLD0048,sedi_Tb_10_1_3,NA,sedi,lake_sedi,Tb,10,1
L2,FLD0049,soil_Tb_1000_7_1,Bx_,soil,plant_soil,Tb,1000,7
L2,FLD0050,soil_Tb_1000_7_2,Bx_,soil,plant_soil,Tb,1000,7
L2,FLD0051,soil_Tb_1000_7_3,Bx_,soil,plant_soil,Tb,1000,7
L2,FLD0052,soil_Bx_1000_7_1,Bx_,soil,plant_soil,Bx,1000,7
L2,FLD0053,soil_Bx_1000_7_2,Bx_,soil,plant_soil,Bx,1000,7
L2,FLD0054,soil_Bx_1000_7_3,Bx_,soil,plant_soil,Bx,1000,7
L2,FLD0055,sedi_Tb_10_7_2,NA,sedi,lake_sedi,Tb,10,7
L2,FLD0056,sedi_As_10_7_2,NA,sedi,lake_sedi,As,10,7
L2,FLD0057,soil_Bx_100_7_4,WT,soil,plant_soil,Bx,100,7
L2,FLD0058,soil_Bx_100_7_5,WT,soil,plant_soil,Bx,100,7
