Lib,Barcode,Sample_ID,Genotype,Sampletype,Experiment,Treatment,Concentration,Timepoint
L4,FLD0322,feces_Bx_100_7_3_3,NA,feces,Mice,Bx,100,7
L4,FLD0323,feces_Bx_100_7_3_5,NA,feces,Mice,Bx,100,7
L4,FLD0324,feces_Bx_100_7_4_2,NA,feces,Mice,Bx,100,7
L4,FLD0325,roots_Tb_10_1_1,WT,roots,plant_soil,Tb,10,1
L4,FLD0326,roots_Tb_10_1_2,WT,roots,plant_soil,Tb,10,1
L4,FLD0327,roots_Tb_10_1_3,WT,roots,plant_soil,Tb,10,1
L4,FLD0328,water_Bx_1000_1_3,NA,water,lake_sedi,Bx,1000,1
L4,FLD0329,feces_Tb_100_7_15_1,NA,feces,Mice,Tb,100,7
L4,FLD0330,feces_Tb_100_7_15_3,NA,feces,Mice,Tb,100,7
L4,FLD0331,feces_Tb_100_7_15_5,NA,feces,Mice,Tb,100,7
L4,FLD0332,feces_Tb_100_7_16_2,NA,feces,Mice,Tb,100,7
L4,FLD0333,feces_Tb_100_7_16_4,NA,feces,Mice,Tb,100,7
L4,FLD0335,water_Tb_0_1_2,NA,water,lake_sedi,Ctr,0,1
L4,FLD0336,water_Tb_0_1_3,NA,water,lake_sedi,Ctr,0,1
L4,FLD0337,feces_Tb_1000_7_17_2,NA,feces,Mice,Tb,1000,7
L4,FLD0338,feces_Tb_1000_7_17_4,NA,feces,Mice,Tb,1000,7
L4,FLD0339,feces_Tb_1000_7_18_1,NA,feces,Mice,Tb,1000,7
L4,FLD0340,feces_Tb_1000_7_18_3,NA,feces,Mice,Tb,1000,7
L4,FLD0341,feces_Tb_1000_7_18_5,NA,feces,Mice,Tb,1000,7
L4,FLD0342,roots_As_10_1_4,Bx_,roots,plant_soil,As,10,1
L4,FLD0343,roots_As_10_1_5,Bx_,roots,plant_soil,As,10,1
L4,FLD0344,roots_As_10_1_6,Bx_,roots,plant_soil,As,10,1
L4,FLD0345,feces_Bx_1000_7_5_2,NA,feces,Mice,Bx,1000,7
L4,FLD0346,feces_Bx_1000_7_5_4,NA,feces,Mice,Bx,1000,7
L4,FLD0347,feces_Bx_1000_7_6_1,NA,feces,Mice,Bx,1000,7
L4,FLD0348,feces_Bx_1000_7_6_3,NA,feces,Mice,Bx,1000,7
L4,FLD0349,feces_Bx_1000_7_6_5,NA,feces,Mice,Bx,1000,7
L4,FLD0351,water_Tb_100_1_5,NA,water,lake_sedi,Tb,100,1
L4,FLD0352,water_Tb_100_1_6,NA,water,lake_sedi,Tb,100,1
L4,FLD0353,roots_Bx_1000_1_1,WT,roots,plant_soil,Bx,1000,1
L4,FLD0354,roots_Bx_1000_1_2,WT,roots,plant_soil,Bx,1000,1
L4,FLD0355,roots_Bx_1000_1_3,WT,roots,plant_soil,Bx,1000,1
L4,FLD0356,roots_As_1000_1_1,WT,roots,plant_soil,As,1000,1
L4,FLD0357,roots_As_1000_1_3,WT,roots,plant_soil,As,1000,1
L4,FLD0358,roots_Ctr_0_7_1,WT,roots,plant_soil,Ctr,0,7
L4,FLD0359,roots_Ctr_0_7_2,WT,roots,plant_soil,Ctr,0,7
L4,FLD0360,roots_Ctr_0_7_3,WT,roots,plant_soil,Ctr,0,7
L4,FLD0361,roots_Bx_10_1_1,Bx_,roots,plant_soil,Bx,10,1
L4,FLD0362,roots_Bx_10_1_2,Bx_,roots,plant_soil,Bx,10,1
L4,FLD0363,roots_Bx_10_1_3,Bx_,roots,plant_soil,Bx,10,1
L4,FLD0364,roots_As_100_1_1,Bx_,roots,plant_soil,As,100,1
L4,FLD0365,roots_As_100_1_2,Bx_,roots,plant_soil,As,100,1
L4,FLD0366,roots_As_100_1_3,Bx_,roots,plant_soil,As,100,1
L4,FLD0367,roots_Tb_1000_7_2,Bx_,roots,plant_soil,Tb,1000,7
L4,FLD0368,roots_Tb_1000_7_1,WT,roots,plant_soil,Tb,1000,7
L4,FLD0369,roots_Ctr_0_0_4,WT,roots,plant_soil,Ctr,0,0
L4,FLD0370,roots_Ctr_0_0_5,WT,roots,plant_soil,Ctr,0,0
L4,FLD0371,roots_Ctr_0_0_6,WT,roots,plant_soil,Ctr,0,0
L4,FLD0372,roots_Bx_10_1_4,WT,roots,plant_soil,Bx,10,1
L4,FLD0373,roots_Bx_10_1_5,WT,roots,plant_soil,Bx,10,1
L4,FLD0374,roots_Bx_10_1_6,WT,roots,plant_soil,Bx,10,1
L4,FLD0375,roots_Tb_10_7_7,WT,roots,plant_soil,Tb,10,7
L4,FLD0376,roots_As_1000_7_4,WT,roots,plant_soil,As,1000,7
L5,FLD0097,soil_Ctr_0_7_1,WT,soil,plant_soil,Ctr,0,7
L5,FLD0098,soil_Ctr_0_7_2,WT,soil,plant_soil,Ctr,0,7
L5,FLD0099,soil_Ctr_0_7_3,WT,soil,plant_soil,Ctr,0,7
L5,FLD0100,soil_Bx_1000_1_1,WT,soil,plant_soil,Bx,1000,1
L5,FLD0101,soil_Bx_1000_1_2,WT,soil,plant_soil,Bx,1000,1
L5,FLD0102,soil_Bx_1000_1_3,WT,soil,plant_soil,Bx,1000,1
L5,FLD0103,soil_Bx_10_7_2,WT,soil,plant_soil,Bx,10,7
L5,FLD0104,soil_Tb_100_7_2,WT,soil,plant_soil,Tb,100,7
L5,FLD0105,soil_Tb_10_1_1,Bx_,soil,plant_soil,Tb,10,1
L5,FLD0106,soil_Tb_10_1_2,Bx_,soil,plant_soil,Tb,10,1
L5,FLD0107,soil_Tb_10_1_3,Bx_,soil,plant_soil,Tb,10,1
L5,FLD0108,soil_As_1000_1_1,Bx_,soil,plant_soil,As,1000,1
L5,FLD0109,soil_As_1000_1_2,Bx_,soil,plant_soil,As,1000,1
L5,FLD0110,soil_As_1000_1_3,Bx_,soil,plant_soil,As,1000,1
L5,FLD0111,soil_Bx_10_7_1,Bx_,soil,plant_soil,Bx,10,7
L5,FLD0112,soil_Tb_100_7_1,Bx_,soil,plant_soil,Tb,100,7
L5,FLD0113,soil_Ctr_0_1_4,Bx_,soil,plant_soil,Ctr,0,1
L5,FLD0114,soil_Ctr_0_1_5,Bx_,soil,plant_soil,Ctr,0,1
L5,FLD0115,soil_Ctr_0_1_6,Bx_,soil,plant_soil,Ctr,0,1
L5,FLD0116,soil_Bx_100_1_4,Bx_,soil,plant_soil,Bx,100,1
L5,FLD0117,soil_Bx_100_1_5,Bx_,soil,plant_soil,Bx,100,1
L5,FLD0118,soil_Bx_100_1_6,Bx_,soil,plant_soil,Bx,100,1
L5,FLD0119,soil_Tb_10_7_6,Bx_,soil,plant_soil,Tb,10,7
L5,FLD0120,soil_As_1000_7_6,Bx_,soil,plant_soil,As,1000,7
L5,FLD0121,soil_Tb_1000_1_4,WT,soil,plant_soil,Tb,1000,1
L5,FLD0122,soil_Tb_1000_7_7,WT,soil,plant_soil,Tb,1000,7
L5,FLD0123,soil_Tb_1000_1_6,WT,soil,plant_soil,Tb,1000,1
L5,FLD0124,soil_As_100_1_4,WT,soil,plant_soil,As,100,1
L5,FLD0125,soil_As_100_1_5,WT,soil,plant_soil,As,100,1
L5,FLD0126,soil_As_100_1_6,WT,soil,plant_soil,As,100,1
L5,FLD0127,soil_Tb_10_7_5,WT,soil,plant_soil,Tb,10,7
L5,FLD0128,soil_As_1000_7_5,WT,soil,plant_soil,As,1000,7
L5,FLD0129,soil_Bx_100_7_1,WT,soil,plant_soil,Bx,100,7
L5,FLD0130,soil_Bx_100_7_2,WT,soil,plant_soil,Bx,100,7
L5,FLD0131,soil_Bx_100_7_3,WT,soil,plant_soil,Bx,100,7
L5,FLD0132,soil_As_10_7_1,WT,soil,plant_soil,As,10,7
L5,FLD0133,soil_As_10_7_2,WT,soil,plant_soil,As,10,7
L5,FLD0134,soil_As_10_7_3,WT,soil,plant_soil,As,10,7
L5,FLD0135,sedi_Bx_1000_1_1,NA,sedi,lake_sedi,Bx,1000,1
L5,FLD0136,sedi_Tb_10_1_1,NA,sedi,lake_sedi,Tb,10,1
L5,FLD0137,sedi_As_1000_1_1,NA,sedi,lake_sedi,As,1000,1
L5,FLD0138,sedi_As_1000_1_2,NA,sedi,lake_sedi,As,1000,1
L5,FLD0139,sedi_As_1000_1_3,NA,sedi,lake_sedi,As,1000,1
L5,FLD0140,sedi_Bx_100_1_1,NA,sedi,lake_sedi,Bx,100,1
L5,FLD0141,sedi_Bx_100_1_2,NA,sedi,lake_sedi,Bx,100,1
L5,FLD0142,sedi_Bx_100_1_3,NA,sedi,lake_sedi,Bx,100,1
L5,FLD0143,sedi_As_100_1_3,NA,sedi,lake_sedi,As,100,1
L5,FLD0144,water_Bx_10_1_3,NA,water,lake_sedi,Bx,10,1
L5,FLD0145,sedi_Bx_10_1_1,NA,sedi,lake_sedi,Bx,10,1
L5,FLD0146,sedi_Bx_10_1_2,NA,sedi,lake_sedi,Bx,10,1
L5,FLD0147,sedi_Bx_10_1_3,NA,sedi,lake_sedi,Bx,10,1
L5,FLD0148,sedi_As_10_1_1,NA,sedi,lake_sedi,As,10,1
L5,FLD0149,sedi_As_10_1_2,NA,sedi,lake_sedi,As,10,1
L5,FLD0150,sedi_As_10_1_3,NA,sedi,lake_sedi,As,10,1
L5,FLD0151,sedi_As_0_1_2,NA,sedi,lake_sedi,Ctr,0,1
L5,FLD0152,soil_Bx_100_7_7,WT,soil,plant_soil,Bx,100,7
L5,FLD0153,soil_Bx_100_7_7,Bx_,soil,plant_soil,Bx,100,7
L5,FLD0154,soil_Bx_1000_7_7,Bx_,soil,plant_soil,Bx,1000,7
L5,FLD0155,soil_Tb_1000_7_7,Bx_,soil,plant_soil,Tb,1000,7
L5,FLD0156,soil_As_10_7_7,Bx_,soil,plant_soil,As,10,7
L5,FLD0157,soil_As_100_7_7,Bx_,soil,plant_soil,As,100,7
L5,FLD0158,soil_As_1000_7_7,Bx_,soil,plant_soil,As,1000,7
L5,FLD0159,sedi_As_100_1_4,NA,sedi,lake_sedi,As,100,1
L5,FLD0160,water_Bx_10_1_4,NA,water,lake_sedi,Bx,10,1
L5,FLD0161,soil_As_100_7_4,Bx_,soil,plant_soil,As,100,7
L5,FLD0162,soil_As_100_7_5,Bx_,soil,plant_soil,As,100,7
L5,FLD0163,soil_As_100_7_6,Bx_,soil,plant_soil,As,100,7
L5,FLD0164,sedi_Tb_0_1_4,NA,sedi,lake_sedi,Ctr,0,1
L5,FLD0165,sedi_Tb_0_1_5,NA,sedi,lake_sedi,Ctr,0,1
L5,FLD0166,sedi_Tb_0_1_6,NA,sedi,lake_sedi,Ctr,0,1
L5,FLD0167,sedi_Tb_10_7_6,NA,sedi,lake_sedi,Tb,10,7
L5,FLD0168,sedi_As_10_7_6,NA,sedi,lake_sedi,As,10,7
L5,FLD0169,sedi_As_1000_7_1,NA,sedi,lake_sedi,As,1000,7
L5,FLD0170,sedi_As_1000_7_2,NA,sedi,lake_sedi,As,1000,7
L5,FLD0171,sedi_As_1000_7_3,NA,sedi,lake_sedi,As,1000,7
L5,FLD0172,sedi_Bx_10_7_1,NA,sedi,lake_sedi,Bx,10,7
L5,FLD0173,sedi_Bx_10_7_2,NA,sedi,lake_sedi,Bx,10,7
L5,FLD0174,sedi_Bx_10_7_3,NA,sedi,lake_sedi,Bx,10,7
L5,FLD0175,feces_Ctr_0_1_19_5,NA,feces,Mice,Ctr,0,1
L5,FLD0176,feces_Ctr_0_1_20_4,NA,feces,Mice,Ctr,0,1
L5,FLD0177,feces_Bx_1000_0_5_1,NA,feces,Mice,Bx,0,0
L5,FLD0178,feces_Bx_1000_0_5_5,NA,feces,Mice,Bx,0,0
L5,FLD0179,feces_Bx_1000_0_6_2,NA,feces,Mice,Bx,0,0
L5,FLD0180,feces_Bx_1000_0_6_4,NA,feces,Mice,Bx,0,0
L5,FLD0181,feces_Tb_100_1_15_1,NA,feces,Mice,Tb,100,1
L5,FLD0182,feces_Tb_100_1_15_3,NA,feces,Mice,Tb,100,1
L5,FLD0183,feces_Tb_100_1_15_5,NA,feces,Mice,Tb,100,1
L5,FLD0184,feces_Tb_100_1_16_2,NA,feces,Mice,Tb,100,1
L5,FLD0193,feces_Tb_10_0_13_1,NA,feces,Mice,Tb,0,0
L5,FLD0194,feces_Tb_10_0_13_3,NA,feces,Mice,Tb,0,0
L5,FLD0195,feces_Tb_10_0_13_5,NA,feces,Mice,Tb,0,0
L5,FLD0196,feces_Tb_10_0_14_2,NA,feces,Mice,Tb,0,0
L5,FLD0197,feces_Tb_10_0_14_4,NA,feces,Mice,Tb,0,0
L5,FLD0198,feces_As_1000_1_12_4,NA,feces,Mice,As,1000,1
L5,FLD0199,feces_Tb_10_1_14_4,NA,feces,Mice,Tb,10,1
L5,FLD0200,feces_Bx_10_1_2_4,NA,feces,Mice,Bx,10,1
L5,FLD0201,feces_Tb_100_0_15_2,NA,feces,Mice,Tb,0,0
L5,FLD0202,feces_Tb_100_0_15_4,NA,feces,Mice,Tb,0,0
L5,FLD0203,feces_Tb_100_0_16_1,NA,feces,Mice,Tb,0,0
L5,FLD0204,feces_Tb_100_0_16_3,NA,feces,Mice,Tb,0,0
L5,FLD0205,feces_As_1000_1_12_5,NA,feces,Mice,As,1000,1
L5,FLD0206,feces_Bx_100_0_3_4,NA,feces,Mice,Bx,0,0
L5,FLD0207,feces_Bx_100_0_4_1,NA,feces,Mice,Bx,0,0
L5,FLD0208,feces_Bx_100_0_4_5,NA,feces,Mice,Bx,0,0
L5,FLD0209,feces_Bx_10_0_1_2,NA,feces,Mice,Bx,0,0
L5,FLD0210,feces_Bx_10_0_1_4,NA,feces,Mice,Bx,0,0
L5,FLD0211,feces_Bx_10_0_2_1,NA,feces,Mice,Bx,0,0
L5,FLD0212,feces_Bx_10_0_2_5,NA,feces,Mice,Bx,0,0
L5,FLD0213,feces_As_1000_1_11_2,NA,feces,Mice,As,1000,1
L5,FLD0214,feces_As_1000_1_11_4,NA,feces,Mice,As,1000,1
L5,FLD0215,feces_As_1000_1_12_1,NA,feces,Mice,As,1000,1
L5,FLD0216,feces_As_1000_1_12_3,NA,feces,Mice,As,1000,1
L5,FLD0217,feces_Bx_1000_1_5_1,NA,feces,Mice,Bx,1000,1
L5,FLD0218,feces_Bx_1000_1_5_3,NA,feces,Mice,Bx,1000,1
L5,FLD0219,feces_Bx_1000_1_5_5,NA,feces,Mice,Bx,1000,1
L5,FLD0220,feces_Bx_1000_1_6_2,NA,feces,Mice,Bx,1000,1
L5,FLD0221,feces_Bx_1000_1_6_4,NA,feces,Mice,Bx,1000,1
L5,FLD0222,roots_As_10_1_1,WT,roots,plant_soil,As,10,1
L5,FLD0223,roots_As_10_1_2,WT,roots,plant_soil,As,10,1
L5,FLD0225,feces_As_1000_7_11_1,NA,feces,Mice,As,1000,7
L5,FLD0226,feces_As_1000_7_11_3,NA,feces,Mice,As,1000,7
L5,FLD0227,feces_As_1000_7_11_5,NA,feces,Mice,As,1000,7
L5,FLD0228,feces_As_1000_7_12_2,NA,feces,Mice,As,1000,7
L5,FLD0229,feces_As_1000_7_12_4,NA,feces,Mice,As,1000,7
L5,FLD0230,roots_Bx_100_1_1,Bx_,roots,plant_soil,Bx,100,1
L5,FLD0231,roots_Bx_100_1_2,Bx_,roots,plant_soil,Bx,100,1
L5,FLD0232,roots_Bx_100_1_3,Bx_,roots,plant_soil,Bx,100,1
L5,FLD0233,feces_Tb_1000_1_17_4,NA,feces,Mice,Tb,1000,1
L5,FLD0234,feces_Tb_1000_1_18_3,NA,feces,Mice,Tb,1000,1
L5,FLD0235,feces_Tb_1000_1_18_5,NA,feces,Mice,Tb,1000,1
L5,FLD0236,feces_Bx_10_7_1_2,NA,feces,Mice,Bx,10,7
L5,FLD0237,feces_Bx_10_7_1_4,NA,feces,Mice,Bx,10,7
L5,FLD0238,feces_Bx_10_7_2_1,NA,feces,Mice,Bx,10,7
L5,FLD0239,feces_Bx_10_7_2_5,NA,feces,Mice,Bx,10,7
L5,FLD0240,roots_Ctr_0_1_1,WT,roots,plant_soil,Ctr,0,1
L5,FLD0241,feces_Ctr_0_7_19_2,NA,feces,Mice,Ctr,0,7
L5,FLD0242,feces_Ctr_0_7_19_4,NA,feces,Mice,Ctr,0,7
L5,FLD0243,feces_Ctr_0_7_20_1,NA,feces,Mice,Ctr,0,7
L5,FLD0244,feces_Ctr_0_7_20_3,NA,feces,Mice,Ctr,0,7
L5,FLD0245,feces_Ctr_0_7_20_5,NA,feces,Mice,Ctr,0,7
L5,FLD0246,roots_Tb_10_1_4,Bx_,roots,plant_soil,Tb,10,1
L5,FLD0247,roots_Tb_10_1_5,Bx_,roots,plant_soil,Tb,10,1
L5,FLD0248,roots_Tb_10_1_6,Bx_,roots,plant_soil,Tb,10,1
L5,FLD0249,feces_As_100_7_9_2,NA,feces,Mice,As,100,7
L5,FLD0250,feces_As_100_7_9_4,NA,feces,Mice,As,100,7
L5,FLD0251,feces_As_100_7_10_1,NA,feces,Mice,As,100,7
L5,FLD0252,feces_As_100_7_10_3,NA,feces,Mice,As,100,7
L5,FLD0253,roots_Bx_100_1_4,WT,roots,plant_soil,Bx,100,1
L5,FLD0254,roots_Bx_100_1_5,WT,roots,plant_soil,Bx,100,1
L5,FLD0255,roots_Bx_100_1_6,WT,roots,plant_soil,Bx,100,1
L5,FLD0256,roots_As_1000_1_2,WT,roots,plant_soil,As,1000,1
L5,FLD0257,roots_As_100_7_1,WT,roots,plant_soil,As,100,7
L5,FLD0258,roots_As_100_7_2,WT,roots,plant_soil,As,100,7
L5,FLD0259,roots_As_100_7_3,WT,roots,plant_soil,As,100,7
L5,FLD0260,roots_Bx_1000_7_1,WT,roots,plant_soil,Bx,1000,7
L5,FLD0261,roots_Bx_1000_7_2,WT,roots,plant_soil,Bx,1000,7
L5,FLD0262,roots_Bx_1000_7_3,WT,roots,plant_soil,Bx,1000,7
L5,FLD0263,roots_Bx_1000_7_7,WT,roots,plant_soil,Bx,1000,7
L5,FLD0264,roots_As_10_7_3,WT,roots,plant_soil,As,10,7
L5,FLD0265,roots_As_1000_1_1,Bx_,roots,plant_soil,As,1000,1
L5,FLD0266,roots_As_1000_1_2,Bx_,roots,plant_soil,As,1000,1
L5,FLD0267,roots_As_1000_1_3,Bx_,roots,plant_soil,As,1000,1
L5,FLD0268,roots_Bx_1000_1_1,Bx_,roots,plant_soil,Bx,1000,1
L5,FLD0269,roots_Bx_1000_1_2,Bx_,roots,plant_soil,Bx,1000,1
L5,FLD0270,roots_Bx_1000_1_3,Bx_,roots,plant_soil,Bx,1000,1
L5,FLD0271,roots_Tb_1000_7_3,Bx_,roots,plant_soil,Tb,1000,7
L5,FLD0272,roots_Tb_1000_7_2,WT,roots,plant_soil,Tb,1000,7
L5,FLD0273,roots_Tb_100_1_4,WT,roots,plant_soil,Tb,100,1
L5,FLD0274,roots_Tb_100_1_5,WT,roots,plant_soil,Tb,100,1
L5,FLD0275,roots_Tb_100_1_6,WT,roots,plant_soil,Tb,100,1
L5,FLD0276,roots_As_100_1_4,WT,roots,plant_soil,As,100,1
L5,FLD0277,roots_As_100_1_5,WT,roots,plant_soil,As,100,1
L5,FLD0278,roots_As_100_1_6,WT,roots,plant_soil,As,100,1
L5,FLD0279,roots_Tb_10_7_8,WT,roots,plant_soil,Tb,10,7
L5,FLD0280,roots_As_1000_7_5,WT,roots,plant_soil,As,1000,7
L5,FLD0289,roots_Tb_100_1_4,Bx_,roots,plant_soil,Tb,100,1
L5,FLD0290,roots_Tb_100_1_5,Bx_,roots,plant_soil,Tb,100,1
L5,FLD0291,roots_Tb_100_1_6,Bx_,roots,plant_soil,Tb,100,1
L5,FLD0292,roots_Ctr_0_0_4,Bx_,roots,plant_soil,Ctr,0,0
L5,FLD0293,roots_Ctr_0_0_5,Bx_,roots,plant_soil,Ctr,0,0
L5,FLD0294,roots_Ctr_0_0_6,Bx_,roots,plant_soil,Ctr,0,0
L5,FLD0295,roots_As_10_7_4,WT,roots,plant_soil,As,10,7
L5,FLD0296,roots_As_1000_7_4,Bx_,roots,plant_soil,As,1000,7
L5,FLD0297,roots_Bx_1000_7_4,Bx_,roots,plant_soil,Bx,1000,7
L5,FLD0298,roots_Bx_1000_7_5,Bx_,roots,plant_soil,Bx,1000,7
L5,FLD0299,roots_Bx_1000_7_6,Bx_,roots,plant_soil,Bx,1000,7
L5,FLD0300,roots_Bx_1000_7_7,Bx_,roots,plant_soil,Bx,1000,7
L5,FLD0301,roots_Tb_100_7_4,Bx_,roots,plant_soil,Tb,100,7
L5,FLD0302,roots_Tb_100_7_5,Bx_,roots,plant_soil,Tb,100,7
L5,FLD0303,roots_Tb_100_7_6,Bx_,roots,plant_soil,Tb,100,7
L5,FLD0304,roots_Tb_100_7_7,Bx_,roots,plant_soil,Tb,100,7
L5,FLD0305,water_As_100_1_1,NA,water,lake_sedi,As,100,1
L5,FLD0306,water_As_100_1_2,NA,water,lake_sedi,As,100,1
L5,FLD0307,water_As_100_1_3,NA,water,lake_sedi,As,100,1
L5,FLD0313,water_Bx_10_7_1,NA,water,lake_sedi,Bx,10,7
L5,FLD0314,water_Bx_10_7_2,NA,water,lake_sedi,Bx,10,7
L5,FLD0321,roots_Bx_100_7_4,Bx_,roots,plant_soil,Bx,100,7
L5,FLD0322,roots_Bx_100_7_5,Bx_,roots,plant_soil,Bx,100,7
L5,FLD0323,roots_Bx_100_7_6,Bx_,roots,plant_soil,Bx,100,7
L5,FLD0329,water_As_1000_1_4,NA,water,lake_sedi,As,1000,1
L5,FLD0330,water_As_1000_1_5,NA,water,lake_sedi,As,1000,1
L5,FLD0331,water_As_1000_1_6,NA,water,lake_sedi,As,1000,1
L5,FLD0337,water_Bx_1000_7_4,NA,water,lake_sedi,Bx,1000,7
L5,FLD0338,water_Tb_100_7_1,NA,water,lake_sedi,Tb,100,7
L5,FLD0339,water_Tb_100_7_2,NA,water,lake_sedi,Tb,100,7
L5,FLD0340,water_Tb_100_7_3,NA,water,lake_sedi,Tb,100,7
L5,FLD0341,water_As_0_7_1,NA,water,lake_sedi,Ctr,0,7
L5,FLD0342,water_As_0_7_2,NA,water,lake_sedi,Ctr,0,7
L5,FLD0343,water_As_0_7_3,NA,water,lake_sedi,Ctr,0,7
L5,FLD0353,water_As_10_7_4,NA,water,lake_sedi,As,10,7
L5,FLD0354,water_As_10_7_5,NA,water,lake_sedi,As,10,7
L5,FLD0355,water_As_10_7_6,NA,water,lake_sedi,As,10,7
